Filename,Nucleus_ID,Condition,Area_um2,Equivalent_diameter_um,Perimeter_um,Eccentricity,Solidity,Orientation_rad,DAPI_mean_intensity,DAPI_integrated_intensity,Actin_mean_intensity,Centroid_y_px,Centroid_x_px
MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #6.tif,MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #6_nucleus_0002,DMSO,169.8687068783878,14.706582030185984,50.14138209519187,0.4781944731133529,0.9803146524733876,0.7435050641108562,3050.04931640625,76400685.32666016,3879.82275390625,336.60836759950496,309.0612000479061
MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #7.tif,MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #7_nucleus_0001,DMSO,113.03331894482686,11.996603333994827,42.914598658719875,0.8338165249699849,0.9842338352524358,-0.9172957960070776,4060.265380859375,67676503.36816406,1422.9093017578125,268.7171226301896,458.8857091432685
MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #7.tif,MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #7_nucleus_0002,DMSO,138.98595343017917,13.302721979731212,45.912290465791884,0.7661777302519787,0.9864272994176253,-1.171510815126166,3766.559326171875,77195633.38989258,1126.5855712890625,467.8921688216638,496.30719687728714
MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #8.tif,MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #8_nucleus_0001,DMSO,141.17636391849086,13.407137253080727,45.84406982343989,0.7110133398555805,0.9866818332622399,1.5632616519840996,3299.0205078125,68679008.93164062,2707.857666015625,133.53919684888078,439.71193198193873
MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #8.tif,MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #8_nucleus_0002,DMSO,126.06049711215422,12.669065078061898,42.461883817559894,0.4764984929262497,0.9878308002975874,-0.5134097655579578,3473.38330078125,64566722.178222656,2404.989013671875,461.6267147237614,449.71380924202487
MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #9.tif,MAX_DMSO_Actin_cells-Airyscan Processing-07.czi - DMSO_Actin_cells-Airyscan Processing-07.czi #9_nucleus_0004,DMSO,162.99909132216573,14.406140663872455,51.82490856225588,0.8503420905775152,0.9791827921945655,-1.2902732362786844,2887.651123046875,69407582.39355469,2230.754638671875,360.9425445165585,609.3728989848561
MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #1.tif,MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #1_nucleus_0002,DMSO,196.62833470153916,15.822609498986598,52.972954670479865,0.6022093876566345,0.99267349104728,-0.5732403770205886,3424.375,99289753.125,4955.28515625,374.06614933609245,408.22783238489393
MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #2.tif,MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #2_nucleus_0001,DMSO,190.42330189409276,15.570949817226987,52.675242445767864,0.6778415558904322,0.9900571186799239,-0.8605781903584829,3706.1298828125,104068127.109375,8248.57421875,278.6348646723647,433.567094017094
MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #3.tif,MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #3_nucleus_0001,DMSO,205.09159256349884,16.15953978133532,56.275215222247866,0.7920174231626598,0.9912162826521582,0.2978660524453368,3687.092529296875,111508739.36352539,5636.3662109375,298.8528585127137,466.9053995966009
MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #4.tif,MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #4_nucleus_0001,DMSO,156.6991181220371,14.124996064357115,46.82398847167188,0.5468786789115847,0.9926113664676318,-1.0810632953467798,3838.780517578125,88702701.41967773,2395.072021484375,333.41788202709137,412.74397368762715
MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #5.tif,MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #5_nucleus_0001,DMSO,164.1722833174534,14.457892075584413,49.141482083431875,0.6445362019245525,0.9848262956634937,-1.4446592140998649,3776.529052734375,91425991.83764648,4370.04833984375,345.89631955058036,421.09517121731585
MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #6.tif,MAX_DMSO_Myosin-Airyscan Processing-01.czi - DMSO_Myosin-Airyscan Processing-01.czi #6_nucleus_0001,DMSO,157.91299885704572,14.1796006563129,48.80865542343989,0.7706106162344336,0.9900089281918286,-1.5394023936120282,3611.35107421875,84093921.11425781,3155.72265625,321.21270291162074,444.93747315983853
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #01.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #01_nucleus_0001,LatA,250.8392989230982,17.87116433706917,59.715925286927835,0.442131528721776,0.9898311434611576,0.6195728501587222,4539.61328125,167915755.66015625,120.68858337402344,294.2692151720782,440.2684041201438
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #02.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #02_nucleus_0001,LatA,162.714270144119,14.39354866737916,48.01684559872788,0.10119233846800442,0.9867982726711906,1.0614038608512926,3487.18017578125,83671401.13769531,156.65061950683594,297.9055180461782,638.7669834125198
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #02.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #02_nucleus_0002,LatA,155.80396584817598,14.084593375190652,48.105047604607876,0.6219491723774755,0.9817536962652764,1.0011902702557243,3693.0556640625,84847953.88183594,172.72923278808594,402.01179542981504,401.01388465723613
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #03.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #03_nucleus_0001,LatA,160.86293248681534,14.31143063862855,47.892109125783875,0.31187477932978047,0.9857463430851063,0.7882004556732815,3619.398193359375,85855744.54467773,148.8829803466797,273.0400067450782,503.25500611272713
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #03.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #03_nucleus_0002,LatA,137.4736886038835,13.230152557361997,44.20878263519988,0.4568695851940882,0.9911019849418207,-1.006774956853599,3961.956298828125,80316778.08984375,293.4132385253906,421.07315509076557,362.8442679558011
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #04.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #04_nucleus_0001,LatA,140.14558251222653,13.358102323103815,47.27126682463191,0.726475994081947,0.9909374250779189,1.5191518464100109,4603.72412109375,95140562.68652344,73.3359146118164,56.33973676570212,555.0411787477016
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #04.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #04_nucleus_0002,LatA,232.17673030441787,17.193504424371888,57.474928869287844,0.23764773630269143,0.9898805909734871,1.1963389918842275,4397.419921875,150554465.86523438,64.4120101928711,500.8921634489003,274.5449367643193
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #05.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #05_nucleus_0001,LatA,218.7969163928422,16.690742530441234,56.32688276106386,0.34964771063184863,0.9858225372769494,-1.0172791600866415,4481.5107421875,144591462.5859375,135.4615020751953,315.72464666501367,433.6548165137615
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #06.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #06_nucleus_0001,LatA,159.26929018107774,14.240363707449609,47.639207919903875,0.35996618197388147,0.9870140785879387,-1.5275056842078223,5068.7373046875,119044364.33789062,359.2522277832031,212.59269351954356,303.1581367623265
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #06.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #06_nucleus_0002,LatA,175.47697150326013,14.947381687383116,50.104847628127864,0.6051262836968597,0.9886524280747335,0.23051463834885588,5275.841796875,136517682.3359375,169.7599639892578,295.20551862729945,557.8213402380584
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #07.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #07_nucleus_0001,LatA,203.2673807326758,16.087512775553005,53.66828593754387,0.5746436477020486,0.9930755723420468,0.39258083344297795,4951.06005859375,148403074.19628906,67.32701873779297,321.04900914125574,363.91202375392004
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #08.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #08_nucleus_0001,LatA,176.5484416492454,14.992946924110273,50.51559151402388,0.519156978988607,0.9840489869972785,-1.533226462700016,5057.3974609375,131664285.49804688,104.9784164428711,300.5275793193516,426.75578090189754
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #09.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #09_nucleus_0001,LatA,234.58414740457468,17.282413403326718,60.22657599046384,0.6319785979056703,0.9756868054380324,-0.5018040884352989,4033.988525390625,139543731.0703125,168.56695556640625,212.73944842738206,414.3515841813136
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #09.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #09_nucleus_0002,LatA,9.751734619790078,3.5236762262840844,12.396835101151972,0.5454202168424738,0.9542136695421367,0.4038450856353436,1167.4840087890625,1678842.0046386719,131.63282775878906,237.1856745479833,538.6036161335188
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #09.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #09_nucleus_0003,LatA,214.88401592300988,16.540823032868605,57.42810962224787,0.6348914461327424,0.9778127507251744,0.554160651928232,4064.7431640625,128799516.63964844,711.1956176757812,426.1704168902073,349.3261589926468
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #09.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #09_nucleus_0004,LatA,8.741297583386238,3.336130356485681,10.868727168215978,0.18502409956769966,0.9817212490479817,-1.2506557420515665,1144.2249755859375,1474905.9935302734,192.43211364746094,393.32505818463926,576.9278510473235
MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #10.tif,MAX_LatA-Airyscan Processing-09.czi - LatA-Airyscan Processing-09.czi #10_nucleus_0001,LatA,194.49217586618877,15.736426832493372,53.234132428127865,0.5492672343051771,0.9834041969551501,0.7300842066939203,4829.447265625,138508547.578125,440.79730224609375,346.7162831241283,392.054009762901
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #1.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #1_nucleus_0001,Noco,166.80348848607548,14.573290559796291,48.50266664695988,0.5397257721996631,0.9917745252207573,-0.3667000141379434,3925.573974609375,96557343.0534668,6315.07763671875,361.3115014026101,477.18713664268
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #1.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #1_nucleus_0002,Noco,174.28343513811197,14.896461378801677,50.61065003988786,0.6939090963856868,0.9916271173361114,-0.4349727955992557,3711.699951171875,95390688.74511719,4937.90771484375,534.4436575875486,659.6743579766537
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #2.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #2_nucleus_0001,Noco,159.81180671069052,14.264596454846643,49.056708337543874,0.7183495966863954,0.9857363951980591,0.9182776968177109,4178.6748046875,98474650.44726562,3048.81396484375,275.5853348043792,607.2038105745565
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #2.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #2_nucleus_0002,Noco,211.69673131153468,16.41769319353424,56.07055329519187,0.7426218754944169,0.9913305811368689,-1.467474674773991,3942.48779296875,123072641.43310547,3808.40966796875,537.9385911522568,532.7627254380626
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #3.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #3_nucleus_0001,Noco,206.4207580610502,16.211818899109957,54.64335629399986,0.5484070221316081,0.9854636104636104,-0.2839012281215432,4662.2802734375,141915149.24316406,3434.73046875,291.1703078287723,463.60018397450636
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #3.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #3_nucleus_0002,Noco,228.68428014503547,17.063700323785383,57.70784871163984,0.4256480904974808,0.9843252867859541,0.5504056654044555,3958.298583984375,133481744.8491211,5073.6572265625,442.5817270624518,772.7004922602455
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #4.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #4_nucleus_0001,Noco,210.00814861311486,16.35208486801719,55.78939417401587,0.7459316144305852,0.9925959165357864,-0.27054483373253163,3825.5810546875,118470594.1015625,4098.40380859375,424.17631103074143,484.3773249806252
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5_nucleus_0001,Noco,2.2243177714124798,1.6828812633752739,9.578889426459988,0.9869504934122401,0.8586387434554974,0.03792207079681805,3150.16455078125,1033253.97265625,2820.506103515625,139.9908536585366,3.4451219512195124
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5_nucleus_0005,Noco,3.9332448396927995,2.2378478207917505,12.520567459991991,0.989322462028454,0.9634551495016611,-0.006789202411521232,2681.738037109375,1555408.0615234375,3149.894775390625,198.97241379310344,4.822413793103448
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5_nucleus_0007,Noco,1.7970860043423997,1.5126536173291127,5.333746750575985,0.8346515634088747,0.9397163120567376,0.8560334155049751,1109.2037353515625,293938.98986816406,24.249055862426758,186.6867924528302,858.9584905660378
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5_nucleus_0009,Noco,6.1779069809657585,2.8046310758923405,10.195801410567974,0.7834982860404347,0.9192734611503531,-1.031385227091492,416.2689208984375,379220.98693847656,34.91657638549805,212.01646542261253,898.032930845225
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5_nucleus_0011,Noco,2.2514435978931195,1.6931116388408454,5.478464587047987,0.6825238162563749,0.9651162790697675,-1.1162679187325308,937.7017822265625,311316.99169921875,14.75903606414795,208.70180722891567,782.6716867469879
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5_nucleus_0012,Noco,1.6614568719391998,1.4544526775474595,4.839649150575985,0.8222488210969877,0.9683794466403162,-0.7272733033173497,563.63671875,138090.99609375,16.7387752532959,242.08979591836734,867.6081632653061
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #5_nucleus_0013,Noco,170.58754128012478,14.73766614484793,50.094562848151895,0.7505223322260941,0.9913691179947979,-0.06795375470375724,4454.609375,112055698.828125,3091.020263671875,374.7379447425959,245.45374677002584
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #6.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #6_nucleus_0001,Noco,169.36009763187582,14.684548804955236,50.12140073166387,0.6965201684811498,0.988912647501386,0.0036587901099242705,2995.4794921875,74809104.83789062,5645.44287109375,248.826899975975,267.607151437495
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #6.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #6_nucleus_0002,Noco,150.61615153375357,13.848120457614408,48.69077547047986,0.8023986060460057,0.983613817537644,-0.6995604794903223,3196.7431640625,70999665.67382812,5529.5068359375,345.656280954525,422.27307519135525
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #6.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #6_nucleus_0003,Noco,182.29911686314108,15.235171300659799,52.68836728931188,0.7426893118010557,0.9897279187069695,1.5599871064680544,4263.7763671875,114618836.30273438,3707.947265625,568.196451156908,837.4359050665873
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #7.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #7_nucleus_0002,Noco,194.3158579940646,15.729292246225999,56.897477555183855,0.8579588581321713,0.9883416114790287,-0.4214289416406654,4108.55615234375,117726567.98925781,2549.590087890625,289.81691910379004,481.1094088085433
MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #7.tif,MAX_Noco_cells-Airyscan Processing-06.czi - Noco_cells-Airyscan Processing-06.czi #7_nucleus_0003,Noco,209.92677113367293,16.34891637100026,56.09538295049588,0.7676664990823642,0.9903067916440065,-0.15769274058975283,3971.096923828125,122929276.37402344,2733.98974609375,572.2921243054658,616.2895076883318
